Id,Attrition
397,0.5
398,0.0
399,0.4
400,0.1
401,0.2
402,0.0
403,0.1
404,0.1
405,0.5
406,0.0
407,0.1
408,0.4
409,0.0
410,0.2
411,0.2
412,0.0
413,0.1
414,0.2
415,0.0
416,0.0
417,0.5
418,0.1
419,0.0
420,0.0
421,0.1
422,0.4
423,0.0
424,0.3
425,0.0
426,0.0
427,0.1
428,0.2
429,0.2
430,0.0
431,0.1
432,0.2
433,0.0
434,0.0
435,0.1
436,0.0
437,0.0
438,0.0
439,0.1
440,0.0
441,0.1
442,0.0
443,0.1
444,0.0
445,0.2
446,0.1
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.1
453,0.5
454,0.0
455,0.0
456,0.0
457,0.4
458,0.3
459,0.4
460,0.0
461,0.0
462,0.0
463,0.1
464,0.4
465,0.4
466,0.3
467,0.7
468,0.3
469,0.0
470,0.0
